target	outcome	analysis	status	nsnps	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4
CRELD2	frailty	primary	ok	3595	0	0.447461901697049	0	0.0261121431750092	0.526425955127953
CRELD2	telomere	primary	ok	6125	0	0.277922099745946	0	0.720962722787714	0.00111517746628809
CRELD2	parental_longevity	primary	ok	5237	0	0.914616450713849	0	0.0810178964359995	0.00436565285015056
CRELD2	frailty	exclude_palindromic	ok	3117	0	0.903454	0	0.0454	0.0511
