sex	age_group	age_months	n_cells	mean_expression	pct_expressing
Male	03_months	3	6000	0.42283332347869873	19.383333333333333
Male	06_months	6	6000	0.48516666889190674	19.816666666666666
Male	12_months	12	6000	0.17233332991600037	8.3
Male	16_months	16	6000	0.3944999873638153	11.416666666666666
Male	23_months	23	6000	0.3686666786670685	13.600000000000001
